bank_name_code,bank_name_rus,bank_name,bin,range_low,range_high
tinkoff,Тинькофф Банк,Tinkoff Bank,470127,4701270000000000000,4701270009999999999
fora_bank,,JSCB Fora Bank,470336,4703361030000000000,4703361059999999999
uralsib,,PJSC Bank Uralsib,470342,4703420050000000000,4703420059999999999
uralsib,,PJSC Bank Uralsib,470342,4703420230000000000,4703420249999999999
uralsib,,PJSC Bank Uralsib,470342,4703420280000000000,4703420289999999999
uralsib,,PJSC Bank Uralsib,470342,4703420640000000000,4703420649999999999
uralsib,,PJSC Bank Uralsib,470342,4703421000000000000,4703421219999999999
uralsib,,PJSC Bank Uralsib,470342,4703421470000000000,4703421479999999999
DEMIR,,Demir Kyrgyz International Bank,470346,4703460000000000000,4703469999999999999
id_bank_cjsc,,ID Bank CJSC,470380,4703800000000000000,4703800009999999999
id_bank_cjsc,,ID Bank CJSC,470380,4703800010000000000,4703800019999999999
id_bank_cjsc,,ID Bank CJSC,470380,4703800020000000000,4703805499999999999
id_bank_cjsc,,ID Bank CJSC,470380,4703805500000000000,4703805999999999999
id_bank_cjsc,,ID Bank CJSC,470380,4703806000000000000,4703809999999999999
zapsibkombank,Запсибкомбанк,West Siberian Commercial Bank,470394,4703940000000000000,4703949999999999999
bank_zenit,Банк ЗЕНИТ,Bank Zenit,470434,4704340000000000000,4704340019999999999
technobank,Technobank Joint-Stock Company,,470469,4704690000000000000,4704699999999999999
technobank,,Technobank Joint-Stock Company,470469,4704693050000000000,4704693059999999999
technobank,,Technobank Joint-Stock Company,470469,4704693060000000000,4704699999999999999
dengi_mailru,,NBSCI Money.Mail.Ru (LLC),470550,4705505000000000000,4705505099999999999
kyrgyzkommerts,,Kyrgyzkommertsbank OJSC,470639,4706390000000000000,4706393699999999999
kyrgyzkommerts,,Kyrgyzkommertsbank OJSC,470639,4706393700000000000,4706393729999999999
kyrgyzkommerts,,Kyrgyzkommertsbank OJSC,470639,4706393730000000000,4706399999999999999
kyrgyzkommerts,,Kyrgyzkommertsbank OJSC,470640,4706400000000000000,4706405319999999999
kyrgyzkommerts,,Kyrgyzkommertsbank OJSC,470640,4706405320000000000,4706405329999999999
kyrgyzkommerts,,Kyrgyzkommertsbank OJSC,470640,4706405330000000000,4706409999999999999
avangard,Банк АВАНГАРД,Avangard JSB,470673,4706730000000000000,4706730259999999999
avangard,Банк АВАНГАРД,Avangard JSB,470673,4706730260000000000,4706730269999999999
avangard,Банк АВАНГАРД,Avangard JSB,470673,4706737310000000000,4706737319999999999
avangard,Банк АВАНГАРД,Avangard JSB,470674,4706740000000000000,4706740349999999999
avangard,Банк АВАНГАРД,Avangard JSB,470674,4706740350000000000,4706740359999999999
avangard,Банк АВАНГАРД,Avangard JSB,470674,4706740640000000000,4706740649999999999
avangard,Банк АВАНГАРД,Avangard JSB,470674,4706741920000000000,4706741929999999999
avangard,Банк АВАНГАРД,Avangard JSB,470674,4706741930000000000,4706744639999999999
avangard,Банк АВАНГАРД,Avangard JSB,470674,4706744640000000000,4706744649999999999
avangard,Банк АВАНГАРД,Avangard JSB,470674,4706748520000000000,4706748529999999999
avangard,Банк АВАНГАРД,Avangard JSB,470675,4706750000000000000,4706750389999999999
avangard,Банк АВАНГАРД,Avangard JSB,470675,4706750390000000000,4706750399999999999
uralsib,,PJSC Bank Uralsib,470677,4706779370000000000,4706779389999999999
corporate_finance_bank_llc,,Corporate Finance Bank LLC,470679,4706790000000000000,4706799999999999999
tatsocbank,,Tatsotsbank CJSC,470690,4706907770000000000,4706907779999999999
citibank_kz,,CJSC Citibank Kazakhstan,470713,4707130000000000000,4707135299999999999
citibank_kz,,CJSC Citibank Kazakhstan,470713,4707135300000000000,4707135399999999999
citibank_kz,,CJSC Citibank Kazakhstan,470713,4707135400000000000,4707135499999999999
citibank_kz,,CJSC Citibank Kazakhstan,470713,4707135500000000000,4707135599999999999
citibank_kz,,CJSC Citibank Kazakhstan,470713,4707135600000000000,4707139999999999999
BAITUSHUM,,CJSC Bank Bai-Tushum,470714,4707140000000000000,4707140029999999999
BAITUSHUM,,CJSC Bank Bai-Tushum,470714,4707140030000000000,4707140049999999999
BAITUSHUM,,CJSC Bank Bai-Tushum,470714,4707140050000000000,4707140079999999999
BAITUSHUM,,CJSC Bank Bai-Tushum,470714,4707140080000000000,4707149999999999999
rgs_bank,,PJSC RGS Bank,471225,4712250000000000000,4712259999999999999
oao_vuz_bank,,OAO VUZ Bank,471226,4712260000000000000,4712269999999999999
vtb,Банк ВТБ (ПАО),VTB,471229,4712290000000000000,4712299999999999999
vtb,Банк ВТБ (ПАО),VTB,471230,4712300000000000000,4712309999999999999
roskosmosbank,,"JSC ""ROSCOSMOSBANK""",471252,4712520000000000000,4712529999999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712610000000000000,4712610599999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712610600000000000,4712610699999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712610700000000000,4712612299999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712612300000000000,4712612399999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712612400000000000,4712614099999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712614100000000000,4712614199999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712614200000000000,4712614599999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712614600000000000,4712614699999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712614700000000000,4712615099999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712615100000000000,4712615199999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712615200000000000,4712616099999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712616100000000000,4712616199999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712616200000000000,4712616599999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712616600000000000,4712616699999999999
banca_intesa,БАНК ИНТЕЗА,Banca Intesa,471261,4712616700000000000,4712619999999999999
priorbank_jscb,Priorbank JSCB,,471326,4713260010000000000,4713269999999999999
priorbank_jscb,,Priorbank JSCB,471326,4713269600000000000,4713269699999999999
ofac_sanctioned_cjsb_taatta,,(OFAC Sanctioned) CJSB Taatta,471331,4713310000000000000,4713319999999999999
ofac_sanctioned_cjsb_taatta,,(OFAC Sanctioned) CJSB Taatta,471332,4713320000000000000,4713329999999999999
ofac_sanctioned_cjsb_taatta,,(OFAC Sanctioned) CJSB Taatta,471333,4713330000000000000,4713339999999999999
ofac_sanctioned_cjsb_taatta,,(OFAC Sanctioned) CJSB Taatta,471334,4713340000000000000,4713349999999999999
vtb_belarus,,CJSC VTB Bank (Belarus),471346,4713460000000000000,4713469999999999999
primorye,,PJSCB Primorye,471347,4713470000000000000,4713479999999999999
mkb,Московский кредитный банк,Credit Bank of Moscow,471358,4713580000000000000,4713580099999999999
ubrir,,Public Joint-Stock Company The Ural Bank for Reconstruction & Development,471370,4713700770000000000,4713700799999999999
chelyabinvest,,Investment Bank of Chelyabinsk JS Chelyabinvestbank,471408,4714082040000000000,4714082049999999999
zapsibkombank,Запсибкомбанк,West Siberian Commercial Bank,471420,4714200000000000000,4714207969999999999
zapsibkombank,Запсибкомбанк,West Siberian Commercial Bank,471420,4714207970000000000,4714207999999999999
zapsibkombank,Запсибкомбанк,West Siberian Commercial Bank,471420,4714208000000000000,4714209999999999999
bakai,,,47142400,471424000000000000,471424009999999999
maritime_bank,,Maritime Bank (OJSC),471429,4714290000000000000,4714290029999999999
maritime_bank,,Maritime Bank (OJSC),471430,4714300000000000000,4714300029999999999
maritime_bank,,Maritime Bank (OJSC),471431,4714310000000000000,4714310029999999999
maritime_bank,,Maritime Bank (OJSC),471432,4714320000000000000,4714329999999999999
ofac_sanctioned_cjsb_taatta,,(OFAC Sanctioned) CJSB Taatta,471434,4714340000000000000,4714349999999999999
ofac_sanctioned_cjsb_taatta,,(OFAC Sanctioned) CJSB Taatta,471435,4714350000000000000,4714359999999999999
novikombank,,JSCB NovikomBank,471436,4714360000000000000,4714369999999999999
bakai,,,47143700,471437000000000000,471437009999999099
moscow_industrial_bank,Московский Индустриальный Банк,LLC Inbank,471465,4714650300000000000,4714650309999999999
moscow_industrial_bank,Московский Индустриальный Банк,LLC Inbank,471465,4714650500000000000,4714650509999999999
moscow_industrial_bank,Московский Индустриальный Банк,LLC Inbank,471465,4714650900000000000,4714650909999999999
moscow_industrial_bank,Московский Индустриальный Банк,LLC Inbank,471465,4714652200000000000,4714652209999999999
moscow_industrial_bank,Московский Индустриальный Банк,LLC Inbank,471465,4714653030000000000,4714653039999999999
moscow_industrial_bank,Московский Индустриальный Банк,LLC Inbank,471467,4714671460000000000,4714671469999999999
moscow_industrial_bank,Московский Индустриальный Банк,LLC Inbank,471467,4714672200000000000,4714672209999999999
kyrgyzkommerts,,OJSC Commercial Bank Kyrgyzstan,471470,4714700000000000000,4714700009999999999
kyrgyzkommerts,,OJSC Commercial Bank Kyrgyzstan,471470,4714700010000000000,4714700019999999999
kyrgyzkommerts,,OJSC Commercial Bank Kyrgyzstan,471470,4714700020000000000,4714709999999999999
belgazprombank,,JSC BelagropromBank,471477,4714770000000000000,4714779999999999999
vtb,Банк ВТБ (ПАО),VTB,471487,4714870000000000000,4714870099999999999
vtb,Банк ВТБ (ПАО),VTB,471487,4714870000000000000,4714879999999999999
socium_bank,,Socium-Bank (Limited Liability Company),471494,4714940000000000000,4714949999999999999
socium_bank,,Socium-Bank (Limited Liability Company),471495,4714950000000000000,4714959999999999999
statusbank,StatusBank,,472209,4722090000000000000,4722099999999999999
statusbank,,StatusBank,472209,4722092000000000000,4722093999999999999
statusbank,,StatusBank,472209,4722094000000000000,4722098999999999999
statusbank,,StatusBank,472209,4722099000000000000,4722099999999999999
armbusinessbank_cjsc,,Armbusinessbank CJSC,472214,4722140000000000000,4722149999999999999
armbusinessbank_cjsc,,Armbusinessbank CJSC,472215,4722150000000000000,4722159999999999999
armbusinessbank_cjsc,,Armbusinessbank CJSC,472216,4722160000000000000,4722169999999999999
armbusinessbank_cjsc,,Armbusinessbank CJSC,472217,4722170000000000000,4722179999999999999
armbusinessbank_cjsc,,Armbusinessbank CJSC,472218,4722180000000000000,4722189999999999999
armbusinessbank_cjsc,,Armbusinessbank CJSC,472219,4722190000000000000,4722199999999999999
bank_zenit,Банк ЗЕНИТ,Bank Zenit,472235,4722350000000000000,4722359999999999999
lanta_bank,,Joint Stock Company Commercial Bank Lanta-Bank,472313,4723130000000000000,4723130199999999999
lanta_bank,,Joint Stock Company Commercial Bank Lanta-Bank,472313,4723130200000000000,4723130259999999999
lanta_bank,,Joint Stock Company Commercial Bank Lanta-Bank,472313,4723130260000000000,4723130279999999999
lanta_bank,,Joint Stock Company Commercial Bank Lanta-Bank,472313,4723130280000000000,4723130299999999999
lanta_bank,,Joint Stock Company Commercial Bank Lanta-Bank,472313,4723130300000000000,4723139999999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,472345,4723450000000000000,4723450079999999999
RSKBank,,RSK Bank OJSC,472414,4724144000000000000,4724144009999999999
RSKBank,,RSK Bank OJSC,472414,4724144010000000000,4724144019999999999
RSKBank,,RSK Bank OJSC,472414,4724144020000000000,4724144029999999999
RSKBank,,RSK Bank OJSC,472414,4724144030000000000,4724144039999999999
RSKBank,,RSK Bank OJSC,472414,4724144040000000000,4724144099999999999
RSKBank,,RSK Bank OJSC,472414,4724148900000000000,4724149099999999999
RSKBank,,RSK Bank OJSC,472415,4724159000000000000,4724159099999999999
RSKBank,,RSK Bank OJSC,472417,4724174000000000000,4724174099999999999
rublev,,(OFAC Sanctioned) CJSC Commercial Bank Rublev,472419,4724190000000000000,4724199999999999999
bank_ekaterinburg,,PJSC Bank Ekaterinburg,472432,4724320000000000000,4724320019999999999
homecredit,Банк Хоум Кредит,LLC Home Credit and Finance Bank,472445,4724454200000000000,4724454299999999999
homecredit,Банк Хоум Кредит,LLC Home Credit and Finance Bank,472445,4724454400000000000,4724454499999999999
homecredit,Банк Хоум Кредит,LLC Home Credit and Finance Bank,472445,4724456000000000000,4724456019999999999
unicredit,ЮниКредит Банк,AO UniCredit Bank,472446,4724468900000000000,4724468909999999999
unicredit,ЮниКредит Банк,AO UniCredit Bank,472446,4724469000000000000,4724469009999999999
moscow_industrial_bank,Московский Индустриальный Банк,JSCB Moscow Industrial Bank,472480,4724805850000000000,4724805869999999999
moscow_industrial_bank,Московский Индустриальный Банк,JSCB Moscow Industrial Bank,472480,4724806120000000000,4724806129999999999
moscow_industrial_bank,Московский Индустриальный Банк,JSCB Moscow Industrial Bank,472480,4724807220000000000,4724807229999999999
rgs_bank,,PJSC RGS Bank,472489,4724890000000000000,4724899999999999999
r_bank_jsc,,R-Bank JSC,472752,4727520000000000000,4727529999999999999
skb,СКБ-Банк,JSCB of Support to Commerce and Business SKB Bank,472879,4728791000000000000,4728791999999999999
skb,СКБ-Банк,JSCB of Support to Commerce and Business SKB Bank,472879,4728793100000000000,4728793199999999999
skb,СКБ-Банк,JSCB of Support to Commerce and Business SKB Bank,472879,4728795000000000000,4728796999999999999
skb,СКБ-Банк,JSCB of Support to Commerce and Business SKB Bank,472879,4728797980000000000,4728797999999999999
skb,СКБ-Банк,JSCB of Support to Commerce and Business SKB Bank,472879,4728798000000000000,4728798999999999999
skb,СКБ-Банк,JSCB of Support to Commerce and Business SKB Bank,472879,4728799100000000000,4728799209999999999
Ipoteka,,JS Commercial Mortgage Bank Ipoteka Bank,47288700,4728870000000000000,4728870099999999999
kyrgyzkommerts,,,472891,472891000000000000,472891299999999999
cb_euro_asian_investment_bank_llc,,CB Euro-Asian Investment Bank LLC,472916,4729160000000000000,4729169999999999999
cb_euro_asian_investment_bank_llc,,CB Euro-Asian Investment Bank LLC,472917,4729170000000000000,4729179999999999999
pao_kb_vostochnyj,,Orient Express Bank,472934,4729340000000000000,4729340299999999999
pao_kb_vostochnyj,,Orient Express Bank,472934,4729341300000000000,4729341599999999999
pao_kb_vostochnyj,,Orient Express Bank,472934,4729342600000000000,4729342799999999999
pao_kb_vostochnyj,,Orient Express Bank,472934,4729343900000000000,4729344199999999999
jsc_it_bank,,JSC IT Bank,472935,4729350000000000000,4729359999999999999
jsc_it_bank,,JSC IT Bank,472936,4729360000000000000,4729369999999999999
priorbank_jscb,,Priorbank JSCB,472950,4729500000000000000,4729509999999999999
sberbank_by,,sber,473126,4731260000000000000,4731269999999999999
bcs_bank_jsc,,BCS Bank JSC,473229,4732290000000000000,4732290199999999999
ojsc_conservative_commercial_bank,,OJSC Conservative Commercial Bank,473235,4732350000000000000,4732359999999999999
levoberezhny,Банк Левобережный,Levoberezhny Bank (PJSC),473829,4738290010000000000,4738290019999999999
levoberezhny,Банк Левобережный,Levoberezhny Bank (PJSC),473829,4738290110000000000,4738290119999999999
levoberezhny,Банк Левобережный,Levoberezhny Bank (PJSC),473830,4738308300000000000,4738308309999999999
levoberezhny,Банк Левобережный,Levoberezhny Bank (PJSC),473831,4738317780000000000,4738317789999999999
levoberezhny,Банк Левобережный,Levoberezhny Bank (PJSC),473832,4738328870000000000,4738328879999999999
garant_invest,,Garant Invest Bank CJS,473847,4738470100000000000,4738470119999999999
garant_invest,,Garant Invest Bank CJS,473848,4738480100000000000,4738480119999999999
citibank,Ситибанк,AO Citibank,473849,4738490000000000000,4738499999999999999
citibank,Ситибанк,AO Citibank,473850,4738500000000000000,4738509999999999999
transkapital,ТрансКапиталБанк,Transkapitalbank,473869,4738690020000000000,4738690039999999999
InFin,,Invest_Finance_Bank_UZB,473872,4738720000000000000,4738729999999999999
InFin,,Private Open Joint-Stock Commercial Bank Invest Finance Bank,473873,4738730000000000000,4738739999999999999
InFin,,Private Open Joint-Stock Commercial Bank Invest Finance Bank,473874,4738740000000000000,4738749999999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741580000000000000,4741580019999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741580040000000000,4741580059999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741581050000000000,4741581059999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741582050000000000,4741582059999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741584050000000000,4741584059999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741586050000000000,4741586059999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741587050000000000,4741587059999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741589050000000000,4741589059999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741589070000000000,4741589079999999999
sdm,«СДМ-Банк»,SDM Bank,474158,4741589090000000000,4741589099999999999
rosbank,Росбанк,PJSC Rosbank,474218,4742180300000000000,4742181199999999999
rosbank,Росбанк,PJSC Rosbank,474218,4742181200000000000,4742181399999999999
rosbank,Росбанк,PJSC Rosbank,474218,4742181400000000000,4742181999999999999
,,"CONTIS FINANCIAL SERVICES, LTD",474503,474503000000000000,474503999999999999
Ravnaq,,Ravnaq-bank Private Joint Stock Commercial Bank,474606,4746063330000000000,4746063339999999999
ardshinbank_cjsc,,Ardshinbank CJSC,474606,4746063360000000000,4746063369999999999
ardshinbank_cjsc,,Ardshinbank CJSC,474606,4746063370000000000,4746063379999999999
ardshinbank_cjsc,,Ardshinbank CJSC,474606,4746063380000000000,4746063389999999999
ardshinbank_cjsc,,Ardshinbank CJSC,474606,4746063390000000000,4746063399999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746063590000000000,4746063639999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746063910000000000,4746063999999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064000000000000,4746064009999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064010000000000,4746064029999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064060000000000,4746064139999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064140000000000,4746064149999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064150000000000,4746064179999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064200000000000,4746064209999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064410000000000,4746064469999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064470000000000,4746064519999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064520000000000,4746064529999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474606,4746064530000000000,4746064629999999999
Madad,,JSCB Madad Invest Bank,474608,4746088800000000000,4746088809999999999
nurbank_jsc,,Nurbank JSC,474609,4746096110000000000,4746096119999999999
nurbank_jsc,,Nurbank JSC,474609,4746096120000000000,4746096129999999999
nurbank_jsc,,Nurbank JSC,474609,4746096130000000000,4746096139999999999
zepterbank,,CJSC Zepter Bank,474609,4746099430000000000,4746099459999999999
zepterbank,,CJSC Zepter Bank,474609,4746099460000000000,4746099489999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),474611,4746111530000000000,4746111589999999999
zapsibkombank,Запсибкомбанк,West Siberian Commercial Bank,474806,4748060000000000000,4748069999999999999
vtb_kaz,,VTB Bank (Kazakhstan) Subsidiary Joint Stock Company,474807,4748070000000000000,4748079999999999999
vtb_kaz,,VTB Bank (Kazakhstan) Subsidiary Joint Stock Company,474808,4748080000000000000,4748089999999999999
moscow_industrial_bank,Московский Индустриальный Банк,JSCB Moscow Industrial Bank,474820,4748200100000000000,4748200199999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),475096,4750960000000000000,4750969999999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750980000000000000,4750980009999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984100000000000,4750984109999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984200000000000,4750984209999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984300000000000,4750984309999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984400000000000,4750984409999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984500000000000,4750984509999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984600000000000,4750984609999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984700000000000,4750984709999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984800000000000,4750984809999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750984900000000000,4750984909999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750985200000000000,4750985209999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750985500000000000,4750985509999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750986000000000000,4750986009999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750986100000000000,4750986109999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750986300000000000,4750986309999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750986500000000000,4750986509999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750986800000000000,4750986809999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750986900000000000,4750986909999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987000000000000,4750987009999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987100000000000,4750987109999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987200000000000,4750987209999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987300000000000,4750987309999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987400000000000,4750987409999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987500000000000,4750987509999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987600000000000,4750987609999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987700000000000,4750987709999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750987800000000000,4750987809999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988000000000000,4750988009999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988100000000000,4750988109999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988200000000000,4750988209999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988300000000000,4750988309999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988400000000000,4750988409999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988600000000000,4750988609999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988700000000000,4750988709999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988800000000000,4750988809999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750988900000000000,4750988909999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750989000000000000,4750989009999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750989100000000000,4750989109999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,475098,4750989200000000000,4750989209999999999
energobank,,JSB of Commerce Energobank Public Corporation,475180,4751800000000000000,4751809999999999999
energobank,,JSB of Commerce Energobank Public Corporation,475181,4751810000000000000,4751815899999999999
energobank,,JSB of Commerce Energobank Public Corporation,475181,4751815900000000000,4751815959999999999
energobank,,JSB of Commerce Energobank Public Corporation,475181,4751815960000000000,4751815979999999999
energobank,,JSB of Commerce Energobank Public Corporation,475181,4751815980000000000,4751815999999999999
energobank,,JSB of Commerce Energobank Public Corporation,475181,4751816000000000000,4751819999999999999
energobank,,JSB of Commerce Energobank Public Corporation,475182,4751820000000000000,4751825899999999999
energobank,,JSB of Commerce Energobank Public Corporation,475182,4751825900000000000,4751825919999999999
energobank,,JSB of Commerce Energobank Public Corporation,475182,4751825920000000000,4751825979999999999
energobank,,JSB of Commerce Energobank Public Corporation,475182,4751825980000000000,4751825999999999999
energobank,,JSB of Commerce Energobank Public Corporation,475182,4751826000000000000,4751829999999999999
jsc_idea_bank,,JSC Idea Bank,475787,4757870000000000000,4757879999999999999
jsc_idea_bank,JSC Idea Bank,,475788,4757880000000000000,4757889999999999999
jsc_idea_bank,,JSC Idea Bank,475788,4757880000000000000,4757880019999999999
jsc_idea_bank,,JSC Idea Bank,475788,4757880020000000000,4757880029999999999
jsc_idea_bank,,JSC Idea Bank,475789,4757890000000000000,4757899999999999999
alfa,Альфа-Банк,Joint Stock Company Alfa-Bank,475791,4757912010000000000,4757912019999999999
alfa,Альфа-Банк,Joint Stock Company Alfa-Bank,475791,4757917000000000000,4757917209999999999
sber,Сбер,sber,475794,4757940000000000000,4757949999999999999
sber,СБЕРБАНК,sber,475794,4757940000000000000,4757940019999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476207,4762071930000000000,4762071939999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476207,4762072000000000000,4762072019999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476207,4762072020000000000,4762072099999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476207,4762074930000000000,4762074939999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476207,4762075990000000000,4762075999999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476208,4762083120000000000,4762083129999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476208,4762085990000000000,4762085999999999999
promsvyazbank,Промсвязьбанк,Public Joint Stock Company Promsvyazbank,476208,4762087000000000000,4762087999999999999
bank_rossiya,Банк Россия,(OFAC Sanctioned) OJSC JSB Rossiya,476280,4762800000000000000,4762809999999999999
jsc_bank_rbk,,JSC Bank RBK,476283,4762830000000000000,4762839999999999999
jsc_bank_rbk,,JSC Bank RBK,476284,4762840000000000000,4762849999999999999
alef_bank,,JSC JSCB Alef-Bank,476296,4762960000000000000,4762969999999999999
bank_ermak_jsc_nizhnevartovsk,,Bank Ermak JSC Nizhnevartovsk,476297,4762970000000000000,4762979999999999999
zepterbank,,CJSC Zepter Bank,476396,4763960000000000000,4763969999999999999
inecobank_cjsc,,Inecobank CJSC,476406,4764062790000000000,4764062799999999999
BAITUSHUM,,CJSC Bank Bai-Tushum,476408,4764088580000000000,4764088599999999999
bnb_by,,Belarusky Narodny Bank (Belarusian People's Bank OJSC),476409,4764098960000000000,4764098969999999999
pao_kb_vostochnyj,,Orient Express Bank,476804,4768043640000000000,4768043849999999999
