MC_name,Bin_code,MC_low,MC_high,Bin_low,Bin_high
BELGAZPROMBANK,belgazprombank,5454697000000000000,5454697099999999999,5454697000000000000,5454697099999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",rosbank,5454708700000000000,5454708799999999999,5454708700000000000,5454708799999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5454709900000000000,5454709999999999999,5454709900000000000,5454709999999999999
Armenian Card CJSC,armenian_card_cjsc,5454790000000000000,5454799999999999999,5454790000000000000,5454799999999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5454963300000000000,5454963399999999999,5454963300000000000,5454963399999999999
"JOINT-STOCK ""HALYK SAVINGS BANK OF KAZAKHSTAN""",joint_stock_bank_kazkommertsbank,5454963400000000000,5454963499999999999,5454963400000000000,5454963499999999999
BELGAZPROMBANK,belgazprombank,5455058300000000000,5455058399999999999,5455058300000000000,5455058399999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5455423300000000000,5455423399999999999,5455423300000000000,5455423399999999999
"JOINT STOCK COMPANY ""BELARUSIAN-SWISS BANK ""BSB BANK""",bsb_by,5455602500000000000,5455602599999999999,5455602500000000000,5455602599999999999
"""BANK ""SAINT PETERSBURG"" PUBLIC JOINT-STOCK COMPANY",sankt_peterburg,5455648900000000000,5455648999999999999,5455648900000000000,5455648999999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5455700900000000000,5455700999999999999,5455700900000000000,5455700999999999999
PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK,promsvyazbank,5455703000000000000,5455703099999999999,5455703000000000000,5455703099999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5455731300000000000,5455731399999999999,5455731300000000000,5455731399999999999
"JOINT-STOCK ""HALYK SAVINGS BANK OF KAZAKHSTAN""",joint_stock_bank_kazkommertsbank,5455733600000000000,5455733699999999999,5455733600000000000,5455733699999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5455736100000000000,5455736199999999999,5455736100000000000,5455736199999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5455737700000000000,5455737799999999999,5455737700000000000,5455737799999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5455738700000000000,5455738799999999999,5455738700000000000,5455738799999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5455836400000000000,5455836499999999999,5455836400000000000,5455836499999999999
"JOINT-STOCK COMPANY ""BANK SOYUZ""",soyuz,5455837700000000000,5455837799999999999,5455837700000000000,5455837799999999999
PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK,promsvyazbank,5455952700000000000,5455952799999999999,5455952700000000000,5455952799999999999
"""BELARUSSIAN BANK OF DEVELOPMENT AND RECONSTRUCTION BELINVESTBANK"" JSC",belinvest,5455955600000000000,5455955699999999999,5455955600000000000,5455955699999999999
JSC EURASIAN BANK,jsc_eurasian_bank,5455958500000000000,5455958599999999999,5455958500000000000,5455958599999999999
SBERBANK OF RUSSIA,sber,5456010500000000000,5456010599999999999,5456010500000000000,5456010599999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5456011600000000000,5456011699999999999,5456011600000000000,5456011699999999999
SBERBANK OF RUSSIA,sber,5456014800000000000,5456014899999999999,5456014800000000000,5456014899999999999
"PUBLIC JOINT-STOCK COMPANY ""NORVIK BANK""",norvik_bank,5456016000000000000,5456016099999999999,5456016000000000000,5456016099999999999
JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK,rosselkhozbank,5456057300000000000,5456057399999999999,5456057300000000000,5456057399999999999
URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,ubrir,5456200000000000000,5456200099999999999,5456200000000000000,5456200099999999999
URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,tinkoff,5456200000000000000,5456200099999999999,5456200000000000000,5456209999999999999
TINKOFF BANK,tinkoff,5456200100000000000,5456200199999999999,5456200100000000000,5456200199999999999
PJSC ROSBANK,rosbank,5456200400000000000,5456200499999999999,5456200400000000000,5456200499999999999
PJSC ROSBANK,rosbank,5456201000000000000,5456201099999999999,5456201000000000000,5456201099999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",rosbank,5456201800000000000,5456201899999999999,5456201800000000000,5456201899999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5456202700000000000,5456202799999999999,5456202700000000000,5456202799999999999
"JOINT-STOCK COMPANY ""MTBANK""",minsk_transit,5456203600000000000,5456203699999999999,5456203600000000000,5456203699999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5456203800000000000,5456203899999999999,5456203800000000000,5456203899999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5456203900000000000,5456203999999999999,5456203900000000000,5456203999999999999
PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK,promsvyazbank,5456204400000000000,5456204499999999999,5456204400000000000,5456204499999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5456204500000000000,5456204599999999999,5456204500000000000,5456204599999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5456205200000000000,5456205299999999999,5456205200000000000,5456205299999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5456205800000000000,5456205899999999999,5456205800000000000,5456205899999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5456206300000000000,5456206399999999999,5456206300000000000,5456206399999999999
UNICREDIT BANK,unicredit,5456206400000000000,5456206499999999999,5456206400000000000,5456206499999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5456206700000000000,5456206799999999999,5456206700000000000,5456206799999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5456207400000000000,5456207499999999999,5456207400000000000,5456207499999999999
PJSC ROSBANK,rosbank,5456208500000000000,5456208599999999999,5456208500000000000,5456208599999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",rosbank,5456209100000000000,5456209199999999999,5456209100000000000,5456209199999999999
JOINT STOCK COMPANY SURGUTNEFTEGASBANK,surgutneftegasbank,5456209200000000000,5456209299999999999,5456209200000000000,5456209299999999999
Belvnesheconombank,belvnesheconom,5456210000000000000,5456219999999999999,5456210000000000000,5456219999999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5456300600000000000,5456300699999999999,5456300600000000000,5456300699999999999
"PJSC ""MTS BANK""",mts_bank,5456301400000000000,5456301499999999999,5456301400000000000,5456301499999999999
"JOINT-STOCK COMPANY ""MTBANK""",minsk_transit,5456307100000000000,5456307199999999999,5456307100000000000,5456307199999999999
PJSC ROSBANK,rosbank,5456308400000000000,5456308499999999999,5456308400000000000,5456308499999999999
"JOINT STOCK SAVINGS BANK ""BELARUSBANK""",belarusbank,5456308600000000000,5456308699999999999,5456308600000000000,5456308699999999999
"JOINT STOCK COMPANY ""RUSSIAN STANDARD BANK""",rsb,5456712700000000000,5456712799999999999,5456712700000000000,5456712799999999999
Limited Liability Company Home Credit & Finance Bank,homecredit,5457620000000000000,5457629999999999999,5457620000000000000,5457629999999999999
SBERBANK OF RUSSIA,sber,5458400000000000000,5458400099999999999,5458400000000000000,5458400099999999999
SBERBANK OF RUSSIA,tinkoff,5458400000000000000,5458400099999999999,5458400000000000000,5458409999999999999
AO RAIFFEISENBANK,raiffeisen,5458400300000000000,5458400399999999999,5458400300000000000,5458400399999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5458400400000000000,5458400499999999999,5458400400000000000,5458400499999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5458400600000000000,5458400699999999999,5458400600000000000,5458400699999999999
SBERBANK OF RUSSIA,sber,5458400800000000000,5458400899999999999,5458400800000000000,5458400899999999999
JS CB OF SUPPORT TO COMMERCE AND BUSINESS SKB-BANK,skb,5458401100000000000,5458401199999999999,5458401100000000000,5458401199999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5458401300000000000,5458401399999999999,5458401300000000000,5458401399999999999
SBERBANK OF RUSSIA,sber,5458401400000000000,5458401499999999999,5458401400000000000,5458401499999999999
SBERBANK OF RUSSIA,sber,5458402000000000000,5458402099999999999,5458402000000000000,5458402099999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5458402500000000000,5458402599999999999,5458402500000000000,5458402599999999999
PJSC ROSBANK,rosbank,5458402600000000000,5458402699999999999,5458402600000000000,5458402699999999999
JOINT STOCK COMPANY ASIAN-PACIFIC BANK,asian_pacific_bank,5458402800000000000,5458402899999999999,5458402800000000000,5458402899999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5458403600000000000,5458403699999999999,5458403600000000000,5458403699999999999
SBERBANK OF RUSSIA,sber,5458403700000000000,5458403799999999999,5458403700000000000,5458403799999999999
CREDIT BANK OF MOSCOW,mkb,5458403800000000000,5458403899999999999,5458403800000000000,5458403899999999999
SBERBANK OF RUSSIA,sber,5458403900000000000,5458403999999999999,5458403900000000000,5458403999999999999
TINKOFF BANK,tinkoff,5458404200000000000,5458404299999999999,5458404200000000000,5458404299999999999
"JSC ""POST BANK""",post_bank,5458404500000000000,5458404599999999999,5458404500000000000,5458404599999999999
JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK,rosselkhozbank,5458404900000000000,5458404999999999999,5458404900000000000,5458404999999999999
CREDIT BANK OF MOSCOW,mkb,5458405000000000000,5458405099999999999,5458405000000000000,5458405099999999999
SBERBANK OF RUSSIA,sber,5458405200000000000,5458405299999999999,5458405200000000000,5458405299999999999
PJSC ROSBANK,rosbank,5458405500000000000,5458405599999999999,5458405500000000000,5458405599999999999
JOINT STOCK COMPANY ASIAN-PACIFIC BANK,asian_pacific_bank,5458406100000000000,5458406199999999999,5458406100000000000,5458406199999999999
SBERBANK OF RUSSIA,sber,5458406200000000000,5458406299999999999,5458406200000000000,5458406299999999999
JS CB OF SUPPORT TO COMMERCE AND BUSINESS SKB-BANK,skb,5458406300000000000,5458406399999999999,5458406300000000000,5458406399999999999
PJSC ROSBANK,rosbank,5458406400000000000,5458406499999999999,5458406400000000000,5458406499999999999
SBERBANK OF RUSSIA,sber,5458406800000000000,5458406899999999999,5458406800000000000,5458406899999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",binbank,5458407000000000000,5458407099999999999,5458407000000000000,5458407099999999999
SBERBANK OF RUSSIA,sber,5458407100000000000,5458407199999999999,5458407100000000000,5458407199999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5458407400000000000,5458407499999999999,5458407400000000000,5458407499999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5458407800000000000,5458407899999999999,5458407800000000000,5458407899999999999
PJSC ROSBANK,rosbank,5458408500000000000,5458408599999999999,5458408500000000000,5458408599999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5458408600000000000,5458408699999999999,5458408600000000000,5458408699999999999
CREDIT EUROPE BANK LTD,credit_europe_bank_ltd,5458408800000000000,5458408899999999999,5458408800000000000,5458408899999999999
SBERBANK OF RUSSIA,sber,5458408900000000000,5458408999999999999,5458408900000000000,5458408999999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5458409300000000000,5458409399999999999,5458409300000000000,5458409399999999999
SBERBANK OF RUSSIA,sber,5458409400000000000,5458409499999999999,5458409400000000000,5458409699999999999
SBERBANK OF RUSSIA,sber,5458409400000000000,5458409499999999999,5458409400000000000,5458409499999999999
SBERBANK OF RUSSIA,sber,5458409500000000000,5458409599999999999,5458409500000000000,5458409599999999999
SBERBANK OF RUSSIA,sber,5458409600000000000,5458409699999999999,5458409600000000000,5458409699999999999
"CHELYABINSK JOINT STOCK INVESTMENT BANK ""CHELYABINVESTBANK""",chelyabinvest,5458431700000000000,5458431799999999999,5458431700000000000,5458431799999999999
JOINT STOCK COMPANY SUBSIDIARY BANK ALFA-BANK,alfa_kz,5458432100000000000,5458432199999999999,5458432100000000000,5458432199999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5458432300000000000,5458432399999999999,5458432300000000000,5458432399999999999
LIMITED LIABILITY COMPANY HOME CREDIT & FINANCE BANK,homecredit,5458434900000000000,5458434999999999999,5458434900000000000,5458434999999999999
"JOINT STOCK COMMERCIAL BANK ""MOSCOW INDUSTRIAL BANK""",moscow_industrial_bank,5458802800000000000,5458802899999999999,5458802800000000000,5458802899999999999
"PUBLIC JOINT-STOCK COMPANY ""ROSGOSSTRAKH BANK""",rgs_bank,5458804100000000000,5458804199999999999,5458804100000000000,5458804199999999999
BELVNESHECONOMBANK,belvnesheconom,5458807000000000000,5458807099999999999,5458807000000000000,5458807099999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5458807700000000000,5458807799999999999,5458807700000000000,5458807799999999999
JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK,rosselkhozbank,5458809000000000000,5458809099999999999,5458809000000000000,5458809099999999999
PRIORBANK JOINT-STOCK COMPANY,priorbank_jscb,5459152700000000000,5459152799999999999,5459152700000000000,5459152799999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5459153300000000000,5459153399999999999,5459153300000000000,5459153399999999999
SBERBANK OF RUSSIA,sber,5459155300000000000,5459155399999999999,5459155300000000000,5459155399999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5459158900000000000,5459158999999999999,5459158900000000000,5459158999999999999
"JOINT-STOCK ""HALYK SAVINGS BANK OF KAZAKHSTAN""",joint_stock_bank_kazkommertsbank,5459312900000000000,5459312999999999999,5459312900000000000,5459312999999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5459313400000000000,5459313499999999999,5459313400000000000,5459313499999999999
"JOINT-STOCK COMPANY ""MTBANK""",minsk_transit,5459603000000000000,5459603099999999999,5459603000000000000,5459603099999999999
Credit Union Payment Center (Limited Liability Company),rnko,5459660000000000000,5459669999999999999,5459660000000000000,5459669999999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5459741900000000000,5459741999999999999,5459741900000000000,5459741999999999999
JSC FORTEBANK,jsc_fortebank,5459742400000000000,5459742499999999999,5459742400000000000,5459742499999999999
PJSC ROSBANK,credit_ural_bank,5459745000000000000,5459745099999999999,5459745000000000000,5459745099999999999
TINKOFF BANK,tinkoff,5459746200000000000,5459746299999999999,5459746200000000000,5459746299999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5459747500000000000,5459747599999999999,5459747500000000000,5459747599999999999
"JOINT STOCK COMPANY ""BELAGROPROMBANK""",belagroprom,5459750700000000000,5459750799999999999,5459750700000000000,5459750799999999999
BELGAZPROMBANK,belgazprombank,5459751800000000000,5459751899999999999,5459751800000000000,5459751899999999999
TINKOFF BANK,tinkoff,5459756500000000000,5459756599999999999,5459756500000000000,5459756599999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5459769800000000000,5459769899999999999,5459769800000000000,5459769899999999999
BANK ZENIT,bank_zenit,5459820700000000000,5459820799999999999,5459820700000000000,5459820799999999999
"""BELARUSSIAN BANK OF DEVELOPMENT AND RECONSTRUCTION BELINVESTBANK"" JSC",belinvest,5459824700000000000,5459824799999999999,5459824700000000000,5459824799999999999
SBERBANK OF RUSSIA,sber,5459824900000000000,5459824999999999999,5459824900000000000,5459824999999999999
BELGAZPROMBANK,belgazprombank,5459826700000000000,5459826799999999999,5459826700000000000,5459826799999999999
"JOINT STOCK COMMERCIAL BANK ""AVANGARD""",avangard,5459829800000000000,5459829899999999999,5459829800000000000,5459829899999999999
"JOINT STOCK COMPANY ""OTP BANK""",otp_bank,5460146300000000000,5460146399999999999,5460146300000000000,5460146399999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5460310000000000000,5460310099999999999,5460310000000000000,5460310099999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",tinkoff,5460310000000000000,5460310099999999999,5460310000000000000,5460319999999999999
SBERBANK OF RUSSIA,sber,5460310400000000000,5460310499999999999,5460310400000000000,5460310499999999999
PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK,promsvyazbank,5460310600000000000,5460310699999999999,5460310600000000000,5460310699999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",zhivago_bank,5460311500000000000,5460311599999999999,5460311500000000000,5460311599999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5460312100000000000,5460312199999999999,5460312100000000000,5460312199999999999
PJSC ROSBANK,rosbank,5460312200000000000,5460312299999999999,5460312200000000000,5460312299999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5460312300000000000,5460312399999999999,5460312300000000000,5460312399999999999
TINKOFF BANK,tinkoff,5460312700000000000,5460312799999999999,5460312700000000000,5460312799999999999
SBERBANK OF RUSSIA,sber,5460312900000000000,5460312999999999999,5460312900000000000,5460312999999999999
SBERBANK OF RUSSIA,sber,5460313400000000000,5460313499999999999,5460313400000000000,5460313499999999999
SBERBANK OF RUSSIA,sber,5460314300000000000,5460314399999999999,5460314300000000000,5460314499999999999
SBERBANK OF RUSSIA,sber,5460314300000000000,5460314399999999999,5460314300000000000,5460314399999999999
SBERBANK OF RUSSIA,sber,5460314400000000000,5460314499999999999,5460314400000000000,5460314499999999999
SBERBANK OF RUSSIA,sber,5460315400000000000,5460315499999999999,5460315400000000000,5460315499999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5460315500000000000,5460315599999999999,5460315500000000000,5460315599999999999
SBERBANK OF RUSSIA,sber,5460315800000000000,5460315899999999999,5460315800000000000,5460315899999999999
SBERBANK OF RUSSIA,sber,5460315800000000000,5460315899999999999,5460315800000000000,5460315999999999999
SBERBANK OF RUSSIA,sber,5460315900000000000,5460315999999999999,5460315900000000000,5460315999999999999
SBERBANK OF RUSSIA,sber,5460316800000000000,5460316899999999999,5460316800000000000,5460316899999999999
SBERBANK OF RUSSIA,sber,5460317100000000000,5460317199999999999,5460317100000000000,5460317199999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5460317700000000000,5460317799999999999,5460317700000000000,5460317799999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5460318200000000000,5460318299999999999,5460318200000000000,5460318299999999999
"JOINT STOCK COMPANY ""BANK DOM.RF""",bank_dom_rf,5460319700000000000,5460319799999999999,5460319700000000000,5460319799999999999
SBERBANK OF RUSSIA,sber,5460319900000000000,5460319999999999999,5460319900000000000,5460319999999999999
"JOINT STOCK COMPANY ""RUSSIAN STANDARD BANK""",rsb,5460393000000000000,5460393099999999999,5460393000000000000,5460393099999999999
PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK,promsvyazbank,5460393600000000000,5460393699999999999,5460393600000000000,5460393699999999999
"""BANK ""SAINT PETERSBURG"" PUBLIC JOINT-STOCK COMPANY",sankt_peterburg,5460394200000000000,5460394299999999999,5460394200000000000,5460394299999999999
SBER BANK OJSC,,5460398400000000000,5460398499999999999,5460398400000000000,5460398499999999999
TINKOFF BANK,tinkoff,5460398500000000000,5460398599999999999,5460398500000000000,5460398599999999999
"PUBLIC JOINT-STOCK COMPANY ""NORVIK BANK""",norvik_bank,5460690700000000000,5460690799999999999,5460690700000000000,5460690799999999999
BANK ZENIT,bank_zenit,5460693500000000000,5460693599999999999,5460693500000000000,5460693599999999999
BELGAZPROMBANK,belgazprombank,5460700400000000000,5460700499999999999,5460700400000000000,5460700499999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5460704200000000000,5460704299999999999,5460704200000000000,5460704299999999999
UNICREDIT BANK,unicredit,5460832300000000000,5460832399999999999,5460832300000000000,5460832399999999999
"JOINT-STOCK COMPANY ""MTBANK""",minsk_transit,5460844400000000000,5460844499999999999,5460844400000000000,5460844499999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",binbank,5460845000000000000,5460845099999999999,5460845000000000000,5460845099999999999
Public Joint Stock Company Bank Uralsib,uralsib,5463390000000000000,5463399999999999999,5463390000000000000,5463399999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5463400000000000000,5463409999999999999,5463400000000000000,5463409999999999999
PRIORBANK JOINT-STOCK COMPANY,priorbank_jscb,5463626700000000000,5463626799999999999,5463626700000000000,5463626799999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5463628200000000000,5463628299999999999,5463628200000000000,5463628299999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",,5463751900000000000,5463751999999999999,5463751900000000000,5463751999999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5465369500000000000,5465369599999999999,5465369500000000000,5465369599999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5467660000000000000,5467669999999999999,5467660000000000000,5467669999999999999
Chelyabinsk Joint Stock Investment Bank Chelyabinvestbank,chelyabinvest,5468440000000000000,5468449999999999999,5468440000000000000,5468449999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5468500000000000000,5468509999999999999,5468500000000000000,5468509999999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5468750000000000000,5468759999999999999,5468750000000000000,5468759999999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5468760000000000000,5468769999999999999,5468760000000000000,5468769999999999999
VTB Bank (Public Joint-Stock Company),moscow_industrial_bank,5468920000000000000,5468929999999999999,5468920000000000000,5468929999999999999
Sberbank of Russia,sber,5469010000000000000,5469019999999999999,5469010000000000000,5469019999999999999
Sberbank of Russia,sber,5469020000000000000,5469029999999999999,5469020000000000000,5469029999999999999
Sberbank of Russia,sber,5469030000000000000,5469039999999999999,5469030000000000000,5469039999999999999
Sberbank of Russia,sber,5469040000000000000,5469049999999999999,5469040000000000000,5469049999999999999
Sberbank of Russia,sber,5469050000000000000,5469059999999999999,5469050000000000000,5469059999999999999
Sberbank of Russia,sber,5469060000000000000,5469069999999999999,5469060000000000000,5469069999999999999
Sberbank of Russia,sber,5469070000000000000,5469079999999999999,5469070000000000000,5469079999999999999
Sberbank of Russia,sber,5469080000000000000,5469089999999999999,5469080000000000000,5469089999999999999
Sberbank of Russia,sber,5469090000000000000,5469099999999999999,5469090000000000000,5469099999999999999
Sberbank of Russia,sber,5469100000000000000,5469109999999999999,5469100000000000000,5469109999999999999
Sberbank of Russia,sber,5469110000000000000,5469119999999999999,5469110000000000000,5469119999999999999
Sberbank of Russia,sber,5469120000000000000,5469129999999999999,5469120000000000000,5469129999999999999
Sberbank of Russia,sber,5469130000000000000,5469139999999999999,5469130000000000000,5469139999999999999
Sberbank of Russia,sber,5469160000000000000,5469169999999999999,5469160000000000000,5469169999999999999
Sberbank of Russia,sber,5469170000000000000,5469179999999999999,5469170000000000000,5469179999999999999
Sberbank of Russia,sber,5469180000000000000,5469189999999999999,5469180000000000000,5469189999999999999
Sberbank of Russia,sber,5469200000000000000,5469209999999999999,5469200000000000000,5469209999999999999
Sberbank of Russia,sber,5469220000000000000,5469229999999999999,5469220000000000000,5469229999999999999
Sberbank of Russia,sber,5469250000000000000,5469259999999999999,5469250000000000000,5469259999999999999
Sberbank of Russia,sber,5469260000000000000,5469269999999999999,5469260000000000000,5469269999999999999
Sberbank of Russia,sber,5469270000000000000,5469279999999999999,5469270000000000000,5469279999999999999
Sberbank of Russia,sber,5469280000000000000,5469289999999999999,5469280000000000000,5469289999999999999
Sberbank of Russia,sber,5469290000000000000,5469299999999999999,5469290000000000000,5469299999999999999
Sberbank of Russia,sber,5469300000000000000,5469309999999999999,5469300000000000000,5469309999999999999
Sberbank of Russia,sber,5469310000000000000,5469319999999999999,5469310000000000000,5469319999999999999
Sberbank of Russia,sber,5469320000000000000,5469329999999999999,5469320000000000000,5469329999999999999
Sberbank of Russia,sber,5469330000000000000,5469339999999999999,5469330000000000000,5469339999999999999
Sberbank of Russia,sber,5469350000000000000,5469359999999999999,5469350000000000000,5469359999999999999
Sberbank of Russia,sber,5469360000000000000,5469369999999999999,5469360000000000000,5469369999999999999
Sberbank of Russia,sber,5469370000000000000,5469379999999999999,5469370000000000000,5469379999999999999
Sberbank of Russia,sber,5469380000000000000,5469389999999999999,5469380000000000000,5469389999999999999
Sberbank of Russia,sber,5469390000000000000,5469399999999999999,5469390000000000000,5469399999999999999
Sberbank of Russia,sber,5469400000000000000,5469409999999999999,5469400000000000000,5469409999999999999
Sberbank of Russia,sber,5469410000000000000,5469419999999999999,5469410000000000000,5469419999999999999
Sberbank of Russia,sber,5469420000000000000,5469429999999999999,5469420000000000000,5469429999999999999
Sberbank of Russia,sber,5469430000000000000,5469439999999999999,5469430000000000000,5469439999999999999
Sberbank of Russia,sber,5469440000000000000,5469449999999999999,5469440000000000000,5469449999999999999
Sberbank of Russia,sber,5469450000000000000,5469459999999999999,5469450000000000000,5469459999999999999
Sberbank of Russia,sber,5469460000000000000,5469469999999999999,5469460000000000000,5469469999999999999
Sberbank of Russia,sber,5469470000000000000,5469479999999999999,5469470000000000000,5469479999999999999
Sberbank of Russia,sber,5469480000000000000,5469489999999999999,5469480000000000000,5469489999999999999
Sberbank of Russia,sber,5469490000000000000,5469499999999999999,5469490000000000000,5469499999999999999
Sberbank of Russia,sber,5469500000000000000,5469509999999999999,5469500000000000000,5469509999999999999
Sberbank of Russia,sber,5469510000000000000,5469519999999999999,5469510000000000000,5469519999999999999
Sberbank of Russia,sber,5469520000000000000,5469529999999999999,5469520000000000000,5469529999999999999
Sberbank of Russia,sber,5469530000000000000,5469539999999999999,5469530000000000000,5469539999999999999
Sberbank of Russia,sber,5469540000000000000,5469549999999999999,5469540000000000000,5469549999999999999
Sberbank of Russia,sber,5469550000000000000,5469559999999999999,5469550000000000000,5469559999999999999
Sberbank of Russia,sber,5469560000000000000,5469569999999999999,5469560000000000000,5469569999999999999
Sberbank of Russia,sber,5469590000000000000,5469599999999999999,5469590000000000000,5469599999999999999
Sberbank of Russia,sber,5469600000000000000,5469609999999999999,5469600000000000000,5469609999999999999
Sberbank of Russia,sber,5469610000000000000,5469619999999999999,5469610000000000000,5469619999999999999
Sberbank of Russia,sber,5469620000000000000,5469629999999999999,5469620000000000000,5469629999999999999
Sberbank of Russia,sber,5469630000000000000,5469639999999999999,5469630000000000000,5469639999999999999
Sberbank of Russia,sber,5469640000000000000,5469649999999999999,5469640000000000000,5469649999999999999
Sberbank of Russia,sber,5469660000000000000,5469669999999999999,5469660000000000000,5469669999999999999
Sberbank of Russia,sber,5469670000000000000,5469679999999999999,5469670000000000000,5469679999999999999
Sberbank of Russia,sber,5469680000000000000,5469689999999999999,5469680000000000000,5469689999999999999
Sberbank of Russia,sber,5469690000000000000,5469699999999999999,5469690000000000000,5469699999999999999
Sberbank of Russia,sber,5469700000000000000,5469709999999999999,5469700000000000000,5469709999999999999
